TU_RLTY_KID;Error;Error_text;KNum
4635381;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4743163;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4427847;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4677379;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4467219;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4407637;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4400653;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4511681;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4811041;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4503877;0;;43:40:000886:152
4497575;0;;43:40:000886:166
4567863;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4772739;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4641591;0;;43:40:000884:278
4653525;0;;43:40:000884:213
4456879;0;;43:40:000721:39
4843535;0;;43:40:000724:246
4418215;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4527673;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
5919761;0;;43:40:000721:97
4520633;0;;43:40:000721:97
4757511;0;;43:40:000721:104
5919803;0;;43:40:000721:104
5919829;0;;43:40:000721:109
5919831;0;;43:40:000721:117
4476353;0;;43:40:000721:151
5919659;0;;43:40:000721:151
4488939;0;;43:40:000721:149
5919709;0;;43:40:000721:149
5919735;0;;43:40:000721:160
4649973;0;;43:40:000721:160
4324757;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4324759;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
5686642;0;;43:40:000721:25
5686644;0;;43:40:000721:24
4560451;0;;43:40:000735:147
4433247;0;;43:40:000735:148
5862224;0;;43:40:000735:1206
5862226;0;;43:40:000735:1207
5862156;0;;43:40:000735:1287
5862158;0;;43:40:000735:1288
4771509;0;;43:40:000735:176
4465925;0;;43:40:000735:177
4503853;0;;43:40:000735:778
4529267;0;;43:40:000735:779
4535613;0;;43:40:000735:805
4777403;0;;43:40:000735:806
5685962;0;;43:40:000735:860
5685964;0;;43:40:000735:861
5686040;0;;43:40:000735:899
5686072;0;;43:40:000735:846
5686132;0;;43:40:000735:931
5686134;0;;43:40:000735:932
5791942;0;;43:40:000735:1159
5791944;0;;43:40:000735:1160
5791896;0;;43:40:000735:1188
5791898;0;;43:40:000735:1189
5702557;0;;43:40:000735:990
5702559;0;;43:40:000735:991
5702607;0;;43:40:000735:1015
5702609;0;;43:40:000735:1016
5862264;0;;43:40:000735:1263
5862266;0;;43:40:000735:1264
4418989;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4776571;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4465889;0;;43:40:000873:118
4548017;0;;43:40:000873:120
4478639;0;;43:40:000873:108
4559619;0;;43:40:000873:110
4547175;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4578007;0;;43:40:000875:146
4541035;0;;43:40:000875:145
5696512;0;;43:40:000875:136
4373641;0;;43:40:000873:14
4559671;0;;43:40:000873:205
4477989;0;;43:40:000873:97
4464981;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4583981;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4576935;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4740183;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4368463;0;;43:40:000856:65
4842041;0;;43:40:000852:6
4370775;0;;43:40:000848:26
4845347;0;;43:40:000856:26
5692207;0;;43:40:000727:362
5692211;0;;43:40:000202:197
4733681;0;;43:40:002200:897
4631779;0;;43:40:002200:898
4390467;0;;43:40:000773:62
4565401;0;;43:40:000773:633
4710881;0;;43:40:000772:172
4764409;0;;43:40:000772:169
5695525;0;;43:40:000751:91
5695527;0;;43:40:000751:95
4807155;0;;43:40:000751:234
4399361;0;;43:40:000751:241
4805127;0;;43:40:000751:242
4446407;0;;43:40:000751:242
4431543;0;;43:40:000751:72
4650803;0;;43:40:000751:66
4411191;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4650613;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4424637;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4699877;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4662603;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4577105;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4470637;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4601763;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4626877;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4541687;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4424655;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4411209;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4650601;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4477079;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4638643;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4740295;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4463997;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4451011;0;;43:40:000865:323
4465605;0;;43:40:000865:347
4444567;0;;43:40:000865:322
4775829;0;;43:40:000865:331
4680491;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
5697135;0;;43:02:310109:186
5697137;0;;43:02:310109:186
5697301;0;;43:02:310109:180
5697303;0;;43:02:310109:180
5697281;0;;43:02:310109:180
5697279;0;;43:02:310109:180
5697547;0;;43:02:310109:178
5697549;0;;43:02:310109:178
5696901;0;;43:02:310109:182
5696903;0;;43:02:310109:182
5697014;0;;43:02:310109:175
5697016;0;;43:02:310109:175
5697115;0;;43:02:310109:176
5697117;0;;43:02:310109:176
4810851;0;;43:40:000864:319
4809411;0;;43:40:000864:319
4788373;0;;43:40:000864:322
4809413;0;;43:40:000864:322
4804001;0;;43:40:000864:316
4792475;0;;43:40:000864:316
4419851;0;;43:40:000864:507
4584631;0;;43:40:000865:370
6111099;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4577153;0;;43:40:000865:688
4508599;0;;43:40:000865:672
4546409;0;;43:40:000865:951
4564903;0;;43:40:000865:928
4540003;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4757979;0;;43:40:000865:553
4650571;0;;43:40:000865:513
4571013;0;;43:40:000865:548
4489597;0;;43:40:000865:500
4775791;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
5774639;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4552545;0;;43:40:000865:622
4381697;0;;43:40:000865:643
4564785;0;;43:40:000865:659
4570987;0;;43:40:000865:648
4502117;0;;43:40:000865:802
4687961;0;;43:40:000638:158
4687963;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4722335;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4601759;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4577103;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4595481;0;;43:40:000367:12089
4483355;0;;43:40:000367:12053
4502191;0;;43:40:000367:12044
4533805;0;;43:40:000367:12045
4674537;0;;43:40:000865:995
4495875;0;;43:40:000865:968
4540041;0;;43:40:000865:970
4577077;0;;43:40:000865:988
4680479;0;;43:40:000865:1031
4431375;0;;43:40:000865:1019
4457537;0;;43:40:000865:1091
4710409;0;;43:40:000865:1036
4595531;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4746277;0;;43:40:000865:772
4614123;0;;43:40:000865:748
4722367;0;;43:40:000865:791
4603365;0;;43:40:000865:726
4698469;0;;43:40:000865:742
4704433;0;;43:40:000865:743
4533821;0;;43:40:000865:133
4381557;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4431299;0;;43:40:000865:211
4722297;0;;43:40:000865:173
4477063;0;;43:40:000865:160
4404193;0;;43:40:000865:223
4716355;0;;43:40:000865:221
4489689;0;;43:40:000873:192
4470707;0;;43:40:000873:165
4477131;0;;43:40:000873:137
4418043;0;;43:40:000873:173
4397111;0;;43:40:000873:156
4656569;0;;43:40:000873:136
4740251;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4686505;0;;43:40:000865:301
4584555;0;;43:40:000865:258
4437897;0;;43:40:000865:304
4652053;0;;43:40:000865:236
4841713;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
5696514;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
5696516;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4793315;0;;43:40:000876:230
4680979;0;;43:40:000876:232
4397905;0;;43:40:000858:136
4477643;0;;43:40:000858:191
4445135;0;;43:40:000858:187
4626663;0;;43:40:000858:167
4687997;0;;43:40:000858:143
4515519;0;;43:40:000858:172
6053573;0;;43:40:000862:1
4321822;0;;43:40:000862:1
4496549;0;;43:40:000864:55
4657215;0;;43:40:000864:67
4546931;0;;43:40:000864:48
4390503;0;;43:40:000864:64
4476423;0;;43:40:000349:116
4751527;0;;43:40:000349:178
4507941;0;;43:40:000349:103
4533187;0;;43:40:000349:128
4625421;0;;43:40:000349:690
4539435;0;;43:40:000349:142
4570415;0;;43:40:000386:47
4469951;0;;43:40:000386:101
4658015;0;;43:40:000386:60
4396393;0;;43:40:000386:87
4372545;0;;43:40:000754:33
4332626;0;;43:40:000754:32
4571893;0;;43:40:000754:49
4705231;0;;43:40:000754:48
4713937;0;;43:40:000205:274
4755559;0;;43:40:000205:276
4795699;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4394211;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4633705;0;;43:40:000239:458
4666085;0;;43:40:000864:244
4802083;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4623635;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4803511;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4574743;0;;43:40:000863:63
4666099;0;;43:40:000863:65
4566165;0;;43:40:000863:68
4524919;0;;43:40:000863:21
4773499;0;;43:40:000239:213
4454941;0;;43:40:000239:201
4461463;0;;43:40:000239:181
4512407;0;;43:40:000239:137
4737925;0;;43:40:000239:130
4773505;0;;43:40:000239:164
4468001;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4817293;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4803513;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4797355;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4809659;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4818073;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
5789043;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4386895;0;;43:40:000242:232
4586699;0;;43:40:000242:166
4684123;0;;43:40:000242:233
6168637;0;;43:40:000242:229
4578409;0;;43:40:000459:1292
4562437;0;;43:40:000459:1309
4574719;0;;43:40:000459:1340
4617683;0;;43:40:000459:1322
4487195;0;;43:40:000864:162
4731955;0;;43:40:000864:100
4684109;0;;43:40:000864:103
4713949;0;;43:40:000864:136
4605439;0;;43:40:000864:110
4743915;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
5696925;0;;43:40:000221:102
5696927;0;;43:40:000221:103
4771495;0;;43:40:000867:819
4459317;0;;43:40:000867:801
4597299;0;;43:40:000867:841
4491405;0;;43:40:000867:842
4811583;0;;43:40:000325:200
4420003;0;;43:40:000325:201
4747803;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
5694143;0;;43:40:000749:75
5694145;0;;43:40:000749:71
4687785;0;;43:40:000749:25
4415029;0;;43:40:000749:30
5694103;0;;43:40:000749:44
5694105;0;;43:40:000749:39
4749533;0;;43:40:000749:52
4761305;0;;43:40:000749:53
4540677;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4477627;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4431995;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4559365;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4729831;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4752617;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4728981;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4496491;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4477623;0;;43:40:000749:128
4620711;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4559355;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4438609;0;;43:40:000388:371
4842157;0;;43:40:000858:79
4464601;0;;43:40:000087:136
4438625;0;;43:40:000087:127
4675099;0;;43:40:000086:388
4445137;0;;43:40:000084:74
4646005;0;;43:40:000771:112
4656099;0;;43:40:000771:49
4631849;0;;43:40:000771:66
4417387;0;;43:40:000328:263
4444043;0;;43:40:000328:272
4470063;0;;43:40:000771:110
4482829;0;;43:40:000771:38
4633809;0;;43:40:000771:89
4686067;0;;43:40:000328:119
4619637;0;;43:40:000328:120
4403677;0;;43:40:000367:14779
4650201;0;;43:40:000328:139
4588737;0;;43:40:000328:533
4495385;0;;43:40:000328:534
4633823;0;;43:40:000328:572
4819029;0;;43:40:000328:573
4721837;0;;43:40:000328:170
4570561;0;;43:40:000328:208
4698065;0;;43:40:000328:184
4735657;0;;43:40:000328:185
4757579;0;;43:40:000328:199
4588693;0;;43:40:000328:319
5799854;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4595017;0;;43:40:000759:146
4457091;0;;43:40:000759:88
4680005;0;;43:40:000759:236
4495343;0;;43:40:000759:118
4437503;0;;43:40:000759:64
4769375;0;;43:40:000759:79
4698131;0;;43:40:000759:142
4520749;0;;43:40:000759:159
4625489;0;;43:40:000327:298
4588631;0;;43:40:000327:224
4456969;0;;43:40:000327:248
4771239;0;;43:40:000327:305
4644253;0;;43:40:000327:316
4656075;0;;43:40:000327:233
4698107;0;;43:40:000325:323
4403687;0;;43:40:000325:345
4430783;0;;43:40:000325:438
4508077;0;;43:40:000325:439
4721849;0;;43:40:000325:455
4403657;0;;43:40:000325:359
4619649;0;;43:40:000325:319
4745811;0;;43:40:000325:320
4582523;0;;43:40:000328:522
4803687;0;;43:40:000328:472
4686049;0;;43:40:000328:383
4570621;0;;43:40:000328:505
4380805;0;;43:40:000328:480
4588725;0;;43:40:000328:481
4775429;0;;43:40:000328:455
4495383;0;;43:40:000328:456
5772220;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4495317;0;;43:40:000325:247
4476533;0;;43:40:000325:248
4613523;0;;43:40:000325:257
4514379;0;;43:40:000325:258
4405763;0;;43:40:000232:369
4524967;0;;43:40:000232:397
4714003;0;;43:40:000232:336
4461523;0;;43:40:000232:358
4636321;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4749969;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4506167;0;;43:40:000762:78
4568797;0;;43:40:000762:71
4684297;0;;43:40:000762:84
4678265;0;;43:40:000762:66
4690281;0;;43:40:000766:120
4518915;0;;43:40:000766:114
4819641;0;;43:40:000268:228
4386947;0;;43:40:000268:228
4630055;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4478423;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4801491;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4805611;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4474717;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4544055;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4506181;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4537721;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4474719;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4796847;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4813067;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4642519;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4708223;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4767551;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4593099;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4377739;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4556469;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4617861;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4401595;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4743973;0;;43:40:000268:251
4524985;0;;43:40:000268:244
5970953;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4435505;0;;43:40:000268:257
4660329;0;;43:40:000268:259
4732075;0;;43:40:000256:200
4599413;0;;43:40:000256:201
4642409;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4493483;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4651881;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4506057;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4749865;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4422099;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4578401;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4441991;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4428785;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4617765;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4487265;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4480959;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4654275;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4615373;0;;43:40:000756:120
4642385;0;;43:40:000756:130
4749849;0;;43:40:000756:139
4524969;0;;43:40:000756:84
4386953;0;;43:40:000756:151
4487249;0;;43:40:000756:127
5693935;0;;43:40:000762:51
5693937;0;;43:40:000762:52
4611659;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4428791;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4806213;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4506059;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4708133;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4562501;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4717671;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4425603;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4737989;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4666167;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4442001;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4696199;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4658117;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4415369;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4428795;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4690179;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4592991;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4415367;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4531423;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4759197;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4394383;0;;43:40:000256:326
4630057;0;;43:40:000256:317
4623767;0;;43:40:000256:311
4562579;0;;43:40:000256:319
4749947;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4580823;0;;43:40:000256:341
4580825;0;;43:40:000256:338
4568687;0;;43:40:000256:407
4636207;0;;43:40:000256:377
4506055;0;;43:40:000256:414
4755631;0;;43:40:000256:411
4405773;0;;43:40:000256:427
4623689;0;;43:40:000256:453
4684189;0;;43:40:000256:447
4737981;0;;43:40:000256:418
5852952;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4771121;0;;43:40:000256:487
4678197;0;;43:40:000256:505
4605501;0;;43:40:000256:475
4621351;0;;43:40:000256:535
4718025;0;;43:40:000510:40
4664149;0;;43:40:000510:41
4696269;0;;43:40:000756:62
4684279;0;;43:40:000756:48
4472307;0;;43:40:000756:192
4708201;0;;43:40:000756:193
4592987;0;;43:40:000255:221
4401503;0;;43:40:000255:209
4684201;0;;43:40:000255:204
4408517;0;;43:40:000255:195
4547629;0;;43:40:000232:940
4642417;0;;43:40:000232:917
4422095;0;;43:40:000242:1045
4474599;0;;43:40:000242:1044
4377567;0;;43:40:000255:235
4332866;0;;43:40:000255:235
4493553;0;;43:40:000242:755
4525081;0;;43:40:000242:789
4401581;0;;43:40:000242:743
4461631;0;;43:40:000242:782
4377597;0;;43:40:000254:543
4349028;0;;43:40:000254:543
4401507;0;;43:40:000254:546
4817303;0;;43:40:000254:546
4803529;0;;43:40:000254:545
4791677;0;;43:40:000254:545
4461531;0;;43:40:000367:19866
4499785;0;;43:40:000367:18783
4524983;0;;43:40:000367:18753
4731999;0;;43:40:000367:19854
4605607;0;;43:40:000242:810
4593075;0;;43:40:000242:809
4468047;0;;43:40:000000:832
4332604;0;;43:40:000000:832
5697151;0;;43:40:000367:18787
5697153;0;;43:40:000367:18788
4574753;0;;43:40:002402:113
4713971;0;;43:40:002402:103
4773527;0;;43:40:000026:1253
4480925;0;;43:40:000026:1263
4586725;0;;43:40:002402:118
4642369;0;;43:40:002402:116
5697207;0;;43:40:000614:54
5697209;0;;43:40:000614:54
4435391;0;;43:40:000861:252
4448527;0;;43:40:000861:253
4623675;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4814145;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4435399;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4670291;0;;43:40:000185:41
4788397;0;;43:40:000185:34
4435401;0;;43:40:000862:423
4690153;0;;43:40:000862:427
4883945;0;;43:40:000862:451
4883947;0;;43:40:000862:481
4883993;0;;43:40:000862:503
4883995;0;;43:40:000862:503
4884047;0;;43:40:000862:448
4670281;0;;43:40:002402:128
4741987;0;;43:40:002402:131
5697309;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
5696810;0;;43:40:000000:836
4332688;0;;43:40:000000:836
4499761;0;;43:40:000614:64
4713967;0;;43:40:000614:62
4558997;0;;43:40:000757:165
4674751;0;;43:40:000757:207
4397523;0;;43:40:000757:200
4676077;0;;43:40:000757:193
4438223;0;;43:40:000757:213
4698701;0;;43:40:000757:186
4457763;0;;43:40:000757:229
4546559;0;;43:40:000757:272
4681923;0;;43:40:000757:297
4381961;0;;43:40:000757:311
4776013;0;;43:40:000757:292
4734507;0;;43:40:000757:250
4489869;0;;43:40:000757:318
4325602;0;;43:40:000757:10
4457849;0;;43:40:000757:411
4464307;0;;43:40:000757:335
4692829;0;;43:40:000757:388
4608187;0;;43:40:000757:389
4411403;0;;43:40:000757:404
4451199;0;;43:40:000757:350
4662741;0;;43:40:000760:264
4698673;0;;43:40:000760:334
4484937;0;;43:40:000760:291
4457745;0;;43:40:000760:336
4698681;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4692737;0;;43:40:000761:27
4534015;0;;43:40:000761:60
4521397;0;;43:40:000761:108
4752255;0;;43:40:000761:72
4758189;0;;43:40:000761:23
4729805;0;;43:40:000761:79
4710599;0;;43:40:000761:148
4589381;0;;43:40:000761:162
4382041;0;;43:40:000761:116
4411477;0;;43:40:000761:128
4431653;0;;43:40:000761:228
4444851;0;;43:40:000761:232
4740553;0;;43:40:000761:193
4705821;0;;43:40:000761:222
4698659;0;;43:40:000771:211
4644997;0;;43:40:000771:263
4626339;0;;43:40:000760:106
4546607;0;;43:40:000760:96
4615555;0;;43:40:000760:57
4638989;0;;43:40:000760:36
4686685;0;;43:40:000760:97
